dept_num;pob;cadres;activity_rate;tertiaire
2239;Crézancy;2;71.5;59.7
2240;Croix-Fonsomme;0;72.5;83.3
2241;La Croix-sur-Ourcq;0;78.5;44.4
2242;Crouttes-sur-Marne;2.1;80.8;54.1
2243;Crouy;2.9;75.5;79.3
2244;Crupilly;0;71.4;0
2245;Cuffies;2.8;65.9;59.9
2246;Cugny;1.9;76.4;47
2248;Cuirieux;9.9;80;0
2249;Cuiry-Housse;12.8;75;100
2250;Cuiry-lès-Chaudardes;16;90.4;100
2251;Cuiry-lès-Iviers;0;78.6;N/A - division par 0
2252;Cuissy-et-Geny;30.8;82.6;N/A - division par 0
2253;Cuisy-en-Almont;0;77.5;50
2254;Cutry;0;83.7;0
2255;Cys-la-Commune;0;80.2;55.6
2256;Dagny-Lambercy;0;69.4;23.8
2257;Dallon;6.8;82.7;50
2258;Dammard;5.9;77.8;53.2
2259;Dampleux;0;80.3;81.8
2260;Danizy;2;74.9;100
2261;Dercy;3.1;70.2;21.4
2262;Deuillet;10.7;74.6;48.3
2263;Dhuizel;23.5;67.6;0
2264;Dizy-le-Gros;5.1;73;35.5
2265;Dohis;0;79.5;100
2266;Dolignon;0;90;0
2267;Dommiers;8.2;75.2;31.2
2268;Domptin;3.6;79.2;32.8
2269;Dorengt;0;78;47.4
2270;Douchy;18.2;76;44.8
2271;Dravegny;0;77.5;0
2272;Droizy;0;79.6;100
2273;Dury;0;83.9;70
2274;Ébouleau;0;64.1;33.3
2275;Effry;0;73.3;18.4
2276;Englancourt;0;75.3;25
2277;Épagny;3.5;70.5;85.4
2278;Éparcy;0;77.8;100
2279;Épaux-Bézu;6.7;78.1;62.8
2280;Épieds;3.1;74.7;62.1
2281;L'Épine-aux-Bois;4.7;72.4;0
2282;Eppes;5.8;78.9;31.2
2283;Erlon;4.1;73.4;33.3
2284;Erloy;0;75.4;44.4
2286;Esquéhéries;0;75.6;44.5
2287;Essigny-le-Grand;7.8;78.4;71.6
2288;Essigny-le-Petit;3.8;76;54.2
2289;Essises;0;79.8;62.5
2290;Essômes-sur-Marne;2.6;77.2;46
2291;Estrées;9.6;71.7;37.5
2292;Étampes-sur-Marne;6.9;74.3;88.4
2293;Étaves-et-Bocquiaux;2.3;77.1;63.9
2294;Étouvelles;16.5;75.9;12.7
2295;Étréaupont;2.9;74.8;49.7
2296;Étreillers;1.1;75;87.4
2297;Étrépilly;0;74.7;0
2298;Étreux;1.6;69.3;74.5
2299;Évergnicourt;13.8;78.7;24.6
2302;Faverolles;0;83.9;34.1
2303;Fayet;16.1;78.9;96.1
2304;La Fère;0.4;67.9;90
2305;Fère-en-Tardenois;3.3;75;86.2
2306;La Ferté-Chevresis;2.2;68;83.3
2307;La Ferté-Milon;3.4;79.3;82.9
2308;Fesmy-le-Sart;0;73.2;33.3
2309;Festieux;0;77.8;58.8
2310;Fieulaine;0;77.6;42.9
2312;La Flamengrie;3.4;77.6;47.6
2313;Flavigny-le-Grand-et-Beaurain;0;74.1;33.9
2315;Flavy-le-Martel;2.4;73;86.2
2316;Fleury;0;76.3;85.7
2317;Fluquières;12.4;84.6;90.9
2318;Folembray;0.9;72.4;55.2
2319;Fonsomme;5.4;70.2;42.6
2320;Fontaine-lès-Clercs;0;78.4;28.6
2321;Fontaine-lès-Vervins;2.5;75.6;62.6
2322;Fontaine-Notre-Dame;0;78.8;58.3
2323;Fontaine-Uterte;0;74.4;0
2324;Fontenelle;0;80.4;36.4
2326;Fontenoy;0;74.2;48.8
2327;Foreste;0;77.2;23.7
2328;Fossoy;0;78.5;69.8
2329;Fourdrain;8.4;75;52.9
2330;Francilly-Selency;20.3;78.8;26.4
2331;Franqueville;0;76.5;100
2332;Fresnes-en-Tardenois;5.4;81.7;69
2333;Fresnes-sous-Coucy;0;80;100
2334;Fresnoy-le-Grand;1.7;67;50.9
2335;Fressancourt;12.5;74.1;100
2336;Frières-Faillouël;5;74.9;88.6
2337;Froidestrées;0;75.6;52.6
2338;Froidmont-Cohartille;11.2;76;53.1
2339;Gandelu;0;82;61.7
2340;Gauchy;2.3;71.5;66.2
2341;Gercy;0;80.1;57.7
2342;Gergny;0;72.8;0
2343;Germaine;0;71.9;35.7
2345;Gibercourt;0;91.3;90.9
2346;Gizy;1.9;75;23.7
2347;Gland;5.4;77.3;32.9
2349;Goudelancourt-lès-Berrieux;0;70.6;100
2350;Goudelancourt-lès-Pierrepont;0;75;0
2351;Goussancourt;10.8;86.8;100
2352;Gouy;6.7;75.2;71.7
2353;Grandlup-et-Fay;19.8;75.4;7.5
2354;Grandrieux;0;68.2;0
2355;Gricourt;13.7;76.8;87.7
2356;Grisolles;6.1;84.3;63.5
2357;Gronard;0;64.3;15.2
2358;Grougis;0;69;100
2359;Grugies;3;77.1;46.4
2360;Villeneuve-sur-Aisne;4.8;80;65.8
2361;Guise;0.8;66.9;76.7
2362;Guivry;5.1;74.5;61.5
2363;Guny;3;75.3;24.1
2364;Guyencourt;9.7;77.5;60.8
2366;Hannapes;4.3;74.1;57.7
2367;Happencourt;0;84.7;35.7
2368;Haramont;9.1;79;76.7
2369;Harcigny;0;73.8;62.5
2370;Hargicourt;7.3;77;52.6
2371;Harly;1.6;74.5;94.9
2372;Hartennes-et-Taux;3.6;81.6;89.6
2373;Hary;11;78.6;88.4
2374;Lehaucourt;0;73.4;81.5
2375;Hautevesnes;0;83.7;16.7
2376;Hauteville;0;68.4;39.3
2377;Haution;0;74.1;26.3
2378;La Hérie;0;68.1;50
2379;Le Hérie-la-Viéville;0;72.6;70
2380;Hinacourt;0;94.1;0
2381;Hirson;2.4;63.2;80.3
2382;Holnon;4.4;78.5;51
2383;Homblières;6.9;77;87.8
2384;Houry;0;75;0
2385;Housset;0;78.7;75
2386;Iron;0;73;65
2387;Itancourt;2.5;80.7;33.8
2388;Iviers;0;72.6;44.4
2389;Jaulgonne;1.8;75.1;63.2
2390;Jeancourt;4.7;78.8;25
2391;Jeantes;0;81.5;23.8
2392;Joncourt;0;72.8;83.3
2393;Jouaignes;9.1;76.1;0
2395;Jumencourt;10.5;78.9;100
2396;Jumigny;0;95.2;50
2397;Jussy;2.4;77.7;63.2
2398;Juvigny;0;76.8;20
2399;Juvincourt-et-Damary;12.8;82.1;82.2
2400;Laffaux;0;76;100
2401;Laigny;12.5;81.7;20.8
2402;Lanchy;0;77.3;N/A - division par 0
2403;Landifay-et-Bertaignemont;4.6;76.4;84
2404;Landouzy-la-Cour;0;74.3;33.3
2405;Landouzy-la-Ville;2.4;76;65.3
2406;Landricourt;0;83.5;31.2
2407;Laniscourt;0;72.1;62.5
2408;Laon;4.3;65.8;87.7
2409;Lappion;0;71.9;51.7
2410;Largny-sur-Automne;4.1;75.9;85.7
2411;Latilly;0;77.5;66.7
2412;Launoy;0;82.3;36
2413;Laval-en-Laonnois;0;77.6;73.7
2414;Lavaqueresse;0;75.2;25
2415;Laversine;0;84.2;61.5
2416;Lemé;3;76.9;26.3
2417;Lempire;0;70.5;0
2418;Lerzy;0;79.4;0
2419;Leschelle;8.2;76.1;0
2420;Lesdins;4.7;81.8;58.2
2421;Lesges;0;81.4;N/A - division par 0
2422;Lesquielles-Saint-Germain;1.6;72.5;53.3
2423;Leuilly-sous-Coucy;2.6;79.3;68.2
2424;Leury;0;82.4;44.4
2425;Leuze;0;71;17.9
2426;Levergies;4.2;82.2;67.2
2427;Lhuys;0;82.4;N/A - division par 0
2428;Licy-Clignon;32.1;66;0
2429;Lierval;0;86.7;66.7
2430;Liesse-Notre-Dame;0.9;70.8;95.4
2431;Liez;3;79.9;100
2432;Limé;0;76.3;66.7
2433;Lislet;0;72.8;82.4
2435;Logny-lès-Aubenton;0;72.5;100
2438;Longpont;4.6;79.2;86.4
2439;Les Septvallons;5;79.7;69.5
2440;Lor;6.8;71.6;64.9
2441;Louâtre;0;81.1;47.1
2442;Loupeigne;0;63.5;100
2443;Lucy-le-Bocage;0;76.5;76.9
2444;Lugny;11.3;70;100
2445;Luzoir;0;79.2;29.4
2446;Ly-Fontaine;0;76.2;66.7
2447;Maast-et-Violaine;0;80;26.3
2448;Mâchecourt;0;68.7;20
2449;Macogny;0;70.7;100
2450;Macquigny;0;71.5;41.7
2451;Magny-la-Fosse;0;82.1;100
2452;Maissemy;5;80.4;65.5
2453;Maizy;9.1;83.6;66
2454;La Malmaison;3;77.9;59.6
2455;Malzy;0;77.9;72.7
2456;Manicamp;3.8;71.1;78.3
2457;Marchais;0;79.6;46.3
2458;Dhuys et Morin-en-Brie;12.2;79.2;37.1
2459;Marcy;7;82.9;12.9
2460;Marcy-sous-Marle;5.2;78;71.4
2461;Marest-Dampcourt;3.6;79.8;21.5
2462;Mareuil-en-Dôle;11.5;77.7;100
2463;Marfontaine;0;68.1;100
2464;Margival;7.6;79.7;60.3
2465;Marigny-en-Orxois;4.9;80.5;77.8
2466;Marizy-Sainte-Geneviève;0;82.5;0
2467;Marizy-Saint-Mard;0;74.2;100
2468;Marle;3.3;69.9;62.6
2469;Marly-Gomont;0;76.4;66.7
2470;Martigny;3.3;79.3;25.6
2471;Martigny-Courpierre;0;82.1;100
2472;Mauregny-en-Haye;11.7;79.8;27.1
2473;Mayot;0;80.4;75
2474;Mennessis;0;75.6;87.5
2476;Mennevret;4.1;67.8;50.5
2477;Mercin-et-Vaux;5.1;82.9;60.8
2478;Merlieux-et-Fouquerolles;9.4;76.2;93
2480;Mesbrecourt-Richecourt;12.2;80.8;50
2481;Mesnil-Saint-Laurent;10.2;78;71
2482;Meurival;0;82.9;100
2483;Mézières-sur-Oise;7.5;76.8;91.7
2484;Mézy-Moulins;0;72.5;31.5
2485;Missy-aux-Bois;25;86.4;25
2486;Missy-lès-Pierrepont;11.8;84.7;16.1
2487;Missy-sur-Aisne;5.7;75.4;100
2488;Molain;0;73.9;100
2489;Molinchart;11.2;80.3;85.2
2490;Monampteuil;18;78.9;N/A - division par 0
2491;Monceau-le-Neuf-et-Faucouzy;0;70;38.5
2492;Monceau-lès-Leups;5.2;73.8;100
2493;Monceau-le-Waast;5;84.2;66.2
2494;Monceau-sur-Oise;0;79.2;N/A - division par 0
2495;Mondrepuis;3.5;76;54.7
2496;Monnes;0;79.7;N/A - division par 0
2497;Mons-en-Laonnois;6.5;78.4;97.1
2498;Montaigu;5.3;80.6;68.5
2499;Montbavin;35.3;70.8;N/A - division par 0
2500;Montbrehain;4.2;72;83.3
2501;Montchâlons;0;79.5;0
2502;Montcornet;0;70.7;84.2
2503;Mont-d'Origny;1.5;70.5;89.5
2504;Montescourt-Lizerolles;3.2;72.6;49.4
2505;Montfaucon;0;83.9;64.9
2506;Montgobert;12.2;80.2;108.3
2507;Montgru-Saint-Hilaire;0;100;11.1
2508;Monthenault;0;86.1;100
2509;Monthiers;7.2;73.6;73.7
2510;Monthurel;0;78.4;70
2511;Montigny-en-Arrouaise;7.9;73.7;44.4
2512;Montigny-l'Allier;8.9;82.5;100
2513;Montigny-le-Franc;10.8;90;N/A - division par 0
2514;Montigny-Lengrain;1.9;78.5;25.1
2515;Montigny-lès-Condé;0;70;100
2516;Montigny-sous-Marle;0;83.3;100
2517;Montigny-sur-Crécy;4.6;78;64.3
2518;Montlevon;0;83.2;43.2
2519;Montloué;0;78;82.8
2520;Mont-Notre-Dame;6.6;81.7;65.1
2521;Montreuil-aux-Lions;1;80.1;80.7
2522;Mont-Saint-Jean;0;70.2;55.6
2523;Mont-Saint-Martin;16.4;78.7;0
2524;Mont-Saint-Père;7.2;77.3;57.4
2525;Morcourt;6.4;78.8;77.4
2526;Morgny-en-Thiérache;0;74.2;62.5
2527;Morsain;0;83.1;46.4
2528;Mortefontaine;0;72.5;80.8
2529;Mortiers;0;76.5;0
2530;Moulins;11.6;76.1;100
2531;Moussy-Verneuil;18.9;64.6;100
2532;Moÿ-de-l'Aisne;4.7;78.1;83.9
2533;Muret-et-Crouttes;0;87.8;66.7
2534;Muscourt;0;77.3;N/A - division par 0
2535;Nampcelles-la-Cour;9.5;71.9;35.7
2536;Nampteuil-sous-Muret;0;82.6;0
2537;Nanteuil-la-Fosse;0;77.6;68.8
2538;Nanteuil-Notre-Dame;0;77.8;100
2539;Nauroy;6.1;79.9;66.7
2540;Nesles-la-Montagne;9.2;78;62
2541;Neufchâtel-sur-Aisne;3;77.6;57.1
2542;Neuflieux;0;72;21.1
2543;Neuilly-Saint-Front;4.4;79;79.4
2544;Neuve-Maison;2;72.3;64.7
2545;La Neuville-Bosmont;0;58.3;72.4
2546;La Neuville-en-Beine;0;76.9;30.3
2547;La Neuville-Housset;0;80.9;0
2548;La Neuville-lès-Dorengt;9.9;72.9;50
2549;Neuville-Saint-Amand;0;72.2;68.7
2550;Neuville-sur-Ailette;0;79.7;78.9
2551;Neuville-sur-Margival;0;81.7;0
2552;Neuvillette;0;80.8;76.2
2553;Nizy-le-Comte;0;77.8;27.3
2554;Nogentel;4.4;78.6;78.8
2555;Nogent-l'Artaud;1.9;75.4;72.8
2556;Noircourt;0;61;100
2557;Noroy-sur-Ourcq;9.1;79.5;N/A - division par 0
2558;Le Nouvion-en-Thiérache;1.4;70.3;65.3
2559;Nouvion-et-Catillon;2.7;77.8;60.9
2560;Nouvion-le-Comte;4.8;74.5;34.4
2561;Nouvion-le-Vineux;7.2;64.8;100
2562;Nouvron-Vingré;5.2;82.2;46.4
2563;Noyales;0;70.5;100
2564;Bernoy-le-Château;2.6;75.3;12.5
2565;Œuilly;0;77.7;0
2566;Ognes;4.3;78;60.9
2567;Ohis;4.1;72.1;12.1
2568;Oigny-en-Valois;7.9;78;0
2569;Oisy;2.6;79.4;40.4
2570;Ollezy;0;75.2;100
2571;Omissy;8.3;72.3;58.3
2572;Orainville;11.7;78.9;72.5
2573;Orgeval;32.7;82.8;25
2574;Origny-en-Thiérache;4.5;74.4;58.4
2575;Origny-Sainte-Benoite;0;68.2;62.6
2576;Osly-Courtil;7.5;80.1;80
2577;Ostel;12.3;74.1;33.3
2578;Oulches-la-Vallée-Foulon;0;77.4;100
2579;Oulchy-la-Ville;16.9;83.3;50
2580;Oulchy-le-Château;0;74.6;63.3
2581;Paars;7.9;80.4;59.7
2582;Paissy;14.3;88.5;100
2583;Pancy-Courtecon;11.3;69.7;100
2584;Papleux;0;88;33.3
2585;Parcy-et-Tigny;0;79;35.5
2586;Parfondeval;16.1;83.1;0
2587;Parfondru;21;74.3;62.5
2588;Pargnan;0;82.4;N/A - division par 0
2589;Pargny-et-Filain;6.4;76.5;75
2590;Pargny-la-Dhuys;6.4;82.3;100
2591;Pargny-les-Bois;0;75.6;100
2592;Parpeville;0;73.9;0
2593;Pasly;6.8;72.5;82.1
2594;Passy-en-Valois;0;76.1;0
2595;Passy-sur-Marne;0;79.6;21.3
2596;Pavant;6.5;75.6;72.5
2598;Pernant;6.9;77.3;66.2
2599;Pierremande;4.6;71.1;41.2
2600;Pierrepont;3.5;82.1;71
2601;Pignicourt;0;80.5;0
2602;Pinon;2.1;74;56.8
2604;Pithon;0;81;N/A - division par 0
2605;Pleine-Selve;0;79;26.3
2606;Le Plessier-Huleu;0;79.2;100
2607;Ploisy;0;80.3;91
2608;Plomion;2.9;69.9;92.1
2609;Ployart-et-Vaurseine;0;73.3;N/A - division par 0
2610;Pommiers;7.4;76.8;21.6
2612;Pont-Arcy;0;82.1;62.5
2613;Pontavert;6.6;78.8;45.3
2614;Pontru;10;75.7;50
2615;Pontruet;10.1;78.2;100
2616;Pont-Saint-Mard;0;77.7;20.8
2617;Pouilly-sur-Serre;4.7;77.6;37.2
2618;Prémont;1.8;70.7;44.2
2619;Prémontré;7.9;56.5;98.9
2620;Presles-et-Boves;3.6;81.4;72.7
2621;Presles-et-Thierny;0;78.4;49
2622;Priez;0;67.7;0
2623;Prisces;0;85.5;N/A - division par 0
2624;Proisy;8.2;60.5;97.9
2625;Proix;0;86.7;71.4
2626;Prouvais;13.5;78.7;47.4
2627;Proviseux-et-Plesnoy;9.9;88.6;100
2628;Puiseux-en-Retz;5.7;81.8;50
2629;Puisieux-et-Clanlieu;0;71.6;24.6
2631;Quierzy;0;78.4;67.3
2632;Quincy-Basse;0;82.1;N/A - division par 0
2633;Quincy-sous-le-Mont;0;63.4;100
2634;Raillimont;0;80.9;0
2635;Ramicourt;7.3;77.7;0
2636;Regny;18.5;79;0
2637;Remaucourt;0;80.4;28.6
2638;Remies;0;76.7;100
2639;Remigny;3.6;78.9;100
2640;Renansart;9.1;79.1;15.9
2641;Renneval;0;62.7;40.9
2642;Résigny;0;74.2;51.9
2643;Ressons-le-Long;1.5;78.2;54.7
2644;Retheuil;16.6;81.7;67.9
2645;Reuilly-Sauvigny;4.7;77.5;83.3
2647;Ribeauville;0;72.1;35.7
2648;Ribemont;2;71.5;69
2649;Rocourt-Saint-Martin;0;74;57.1
2650;Rocquigny;0;69.7;27.3
2651;Rogécourt;0;93.1;0
2652;Rogny;0;80.6;46.7
2653;Romeny-sur-Marne;13.1;76.7;38.2
2654;Romery;0;80;25
2655;Ronchères;0;75.8;100
2656;Roucy;19.4;81.9;82.8
2657;Rougeries;0;70.7;47.6
2658;Roupy;9.8;76.3;26.8
2659;Rouvroy;6.6;80.7;54.4
2660;Rouvroy-sur-Serre;0;78.9;0
2661;Royaucourt-et-Chailvet;0;81.1;70.6
2662;Rozet-Saint-Albin;3.5;79;17.4
2663;Rozières-sur-Crise;9.9;77.7;55.6
2664;Rozoy-Bellevalle;0;84.7;57.7
2665;Grand-Rozoy;0;76.5;20
2666;Rozoy-sur-Serre;0;76.2;96.7
2667;Saconin-et-Breuil;6.7;79.7;71.4
2668;Sains-Richaumont;0;73.7;69.8
2670;Saint-Algis;0;83.5;90.9
2671;Saint-Aubin;0;74.7;53.1
2672;Saint-Bandry;0;74.7;52.4
2673;Saint-Christophe-à-Berry;0;75.8;28.6
2674;Saint-Clément;0;75;N/A - division par 0
2675;Sainte-Croix;8.7;85.9;100
2676;Saint-Erme-Outre-et-Ramecourt;2.2;77.5;81.2
2677;Saint-Eugène;0;76.3;100
2678;Sainte-Geneviève;0;73.8;N/A - division par 0
2679;Saint-Gengoulph;0;77.7;N/A - division par 0
2680;Saint-Gobain;3.1;71.7;84.5
2681;Saint-Gobert;8.7;75.3;87.9
2682;Saint-Mard;0;66.7;0
2683;Saint-Martin-Rivière;0;77.6;55
2684;Saint-Michel;1.4;67.2;59.9
2685;Saint-Nicolas-aux-Bois;10.5;90.1;36.1
2686;Saint-Paul-aux-Bois;0;72.6;34.3
2687;Saint-Pierre-Aigle;17.6;79.2;70.3
2688;Saint-Pierre-lès-Franqueville;0;72;0
2689;Saint-Pierremont;25.8;87;0
2690;Sainte-Preuve;0;80;75.6
2691;Saint-Quentin;4.9;68.1;86.1
2693;Saint-Rémy-Blanzy;5.3;72.3;45.5
2694;Saint-Simon;2.1;81.8;90
2696;Saint-Thomas;0;82.4;N/A - division par 0
2697;Samoussy;3.2;73.4;83.3
2698;Sancy-les-Cheminots;0;67.2;N/A - division par 0
2699;Saponay;0;78.9;43.2
2701;Saulchery;3.6;80.3;45.5
2702;Savy;5.9;76.4;71.9
2703;Seboncourt;2.3;75.1;39.1
2704;Selens;0;75.6;64.5
2705;La Selve;0;77.3;50
2706;Septmonts;0;74.2;69.7
2707;Septvaux;0;77.5;41.7
2708;Sequehart;10.7;78.3;30.6
2709;Serain;3.2;71.8;52.4
2710;Seraucourt-le-Grand;7.2;72.9;52.6
2711;Serches;9.3;71.4;33.3
2712;Sergy;0;85.6;0
2713;Seringes-et-Nesles;13.2;76.5;50
2714;Sermoise;3.4;75.5;100
2715;Serval;0;83.3;100
2716;Servais;8.5;79.2;50
2717;Séry-lès-Mézières;6;76.4;48.8
2718;Silly-la-Poterie;9.5;72;100
2719;Sinceny;2.3;72.6;63.5
2720;Sissonne;3.6;74.1;87.9
2721;Sissy;7.1;79.6;64.8
2722;Soissons;5.7;69.4;89.5
2723;Soize;0;75.4;78.7
2724;Sommelans;0;70.3;0
2725;Sommeron;0;80.5;9.8
2726;Sommette-Eaucourt;0;80;71.4
2727;Sons-et-Ronchères;0;78.2;19.5
2728;Sorbais;8.8;76.7;37.8
2729;Soucy;0;88;100
2730;Soupir;4.3;76.8;33.3
2731;Le Sourd;0;79.4;0
2732;Surfontaine;0;79.4;0
2734;Taillefontaine;8.5;79.7;66.7
2735;Tannières;0;83.3;0
2736;Tartiers;0;78.8;40
2737;Tavaux-et-Pontséricourt;0;74.8;47.9
2738;Tergnier;1.7;69.8;77.2
2739;Terny-Sorny;4;81.6;28.4
2740;Thenailles;0;73.3;50
2741;Thenelles;0;72.7;70.9
2742;Thiernu;9.4;76.9;88.9
2743;Le Thuel;0;80.6;71.4
2744;Torcy-en-Valois;0;65.2;0
2745;Toulis-et-Attencourt;11.5;75.4;0
2746;Travecy;7.7;77.6;63
2747;Trefcon;19.4;84.1;0
2748;Trélou-sur-Marne;6.5;80.5;26.2
2749;Troësnes;11.4;79.7;N/A - division par 0
2750;Trosly-Loire;0;72;41.1
2751;Trucy;0;79.6;21.7
2752;Tugny-et-Pont;0;73.7;40
2753;Tupigny;0;71.5;78.7
2754;Ugny-le-Gay;13.3;82.9;52.6
2755;Urcel;6.8;78.7;87.2
2756;Urvillers;3.7;78.3;51.7
2757;Vadencourt;2.2;73.7;100
2758;Vailly-sur-Aisne;2.4;75.5;70.9
2759;La Vallée-au-Blé;3.6;70.4;52.8
2760;La Vallée-Mulâtre;7.9;78.4;33.3
2761;Variscourt;14.4;84;100
2762;Vassens;0;74.8;70.6
2763;Vasseny;0;78;78.9
2764;Vassogne;0;80.3;50
2765;Vaucelles-et-Beffecourt;11.2;78.5;N/A - division par 0
2766;Vaudesson;0;77.8;100
2767;Vauxrezis;3.8;79;100
2768;Vauxaillon;2.5;81.4;45.5
2769;Vaux-Andigny;2.7;71;31.5
2770;Vauxbuin;10.5;81;85.7
2772;Vaux-en-Vermandois;0;87.1;26.3
2773;Vauxtin;0;83.3;N/A - division par 0
2774;Vendelles;0;81.8;45.5
2775;Vendeuil;5.3;76.3;63.2
2776;Vendhuile;4.3;74.3;52.5
2777;Vendières;8;80.5;66.7
2778;Vendresse-Beaulne;0;83.9;N/A - division par 0
2779;Vénérolles;0;70.4;16.8
2780;Venizel;3.9;75.8;47.4
2781;Verdilly;2.9;73.5;100
2782;Le Verguier;0;77.8;0
2783;Grand-Verly;0;58.9;68.8
2784;Petit-Verly;16.4;69.8;N/A - division par 0
2785;Vermand;3.4;77.2;57.7
2786;Verneuil-sous-Coucy;0;71.1;100
2787;Verneuil-sur-Serre;5.7;88;66.7
2788;Versigny;2.7;75.8;50
2789;Vervins;0.9;74.4;74.4
2790;Vesles-et-Caumont;0;75.7;65.6
2791;Veslud;0;74.7;50
2792;Veuilly-la-Poterie;0;84.9;100
2793;Vézaponin;10.9;77.6;90.9
2794;Vézilly;0;78.3;94.1
2795;Vic-sur-Aisne;6.1;74.5;61.2
2796;Vichel-Nanteuil;0;83.6;0
2797;Viel-Arcy;6.9;70.5;55.6
2798;Viels-Maisons;4.3;78.6;46.4
2799;Vierzy;0;78.7;57.6
2800;Viffort;8.8;73.7;57.7
2801;Vigneux-Hocquet;0;76.5;23.7
2802;La Ville-aux-Bois-lès-Dizy;6.8;78.9;20.8
2803;La Ville-aux-Bois-lès-Pontavert;0;79.8;25
2804;Villemontoire;6.4;77.6;0
2805;Villeneuve-Saint-Germain;3.7;74.5;72.2
2806;Villeneuve-sur-Fère;4.7;81.2;100
2807;Villequier-Aumont;7.2;74.2;89.4
2808;Villeret;0;71.3;50
2809;Villers-Agron-Aiguizy;0;90.7;66.7
2810;Villers-Cotterêts;3.1;74.7;78.8
2812;Villers-Hélon;18.9;79.2;0
2813;Villers-le-Sec;0;73.3;31.6
2814;Villers-lès-Guise;7.8;79.5;49
2815;Villers-Saint-Christophe;0;76.8;48.3
2816;Villers-sur-Fère;10.2;78.5;65.8
2817;Ville-Savoye;17.2;84.6;66.7
2818;Villiers-Saint-Denis;7.8;75.9;84.6
2819;Vincy-Reuil-et-Magny;12;70.2;0
2820;Viry-Noureuil;3.4;70.6;86.2
2821;Vivaise;7.4;77.6;46.6
2822;Vivières;0;80.8;62.5
2823;Voharies;0;72.9;50
2824;Vorges;6.5;81;72.2
2826;Voulpaix;7;77.8;29.9
2827;Voyenne;0;80.5;57.8
2828;Vregny;13.5;81;100
2829;Vuillery;0;68.8;N/A - division par 0
2830;Wassigny;1.3;70.2;84.5
2831;Watigny;3.3;75.2;0
2832;Wiège-Faty;6.5;78.3;0
2833;Wimy;2.7;74.4;42
2834;Wissignicourt;0;78;100
3001;Abrest;5;78.4;55.6
3002;Agonges;7.2;81.5;23.1
3003;Ainay-le-Château;4.4;70.4;90
3004;Andelaroche;0;68.6;24.3
3005;Archignat;0;69.2;34.9
3006;Arfeuilles;0;69.9;53.5
3007;Arpheuilles-Saint-Priest;16.7;79.6;64.7
3008;Arronnes;2.8;78.2;73.3
3009;Aubigny;0;75.5;85.3
3010;Audes;6.1;81.1;75.8
3011;Aurouër;16.3;80.6;41
3012;Autry-Issards;8.2;71.9;46.2
3013;Avermes;4.1;73.6;72.2
3014;Avrilly;8.5;70.6;100
3015;Bagneux;15.1;79;31.2
3016;Barberier;0;82.9;60
3017;Barrais-Bussolles;11.3;79.2;34
3018;Bayet;0;79.7;36.2
3019;Beaulon;0.7;78;53.6
3020;Beaune-d'Allier;0;76.4;38.5
3021;Bègues;0;78.8;26.3
3022;Bellenaves;6.3;66.6;81.3
3023;Bellerive-sur-Allier;6.4;72.1;88.1
3024;Bert;0;68.5;24.1
3025;Bessay-sur-Allier;1.8;75.4;32.3
3026;Besson;12.4;81.2;78.2
3027;Bézenet;8.2;69.2;67.4
3028;Billezois;0;70.8;100
3029;Billy;4.2;78.1;53.4
3030;Biozat;2.7;82.2;74.7
3031;Bizeneuille;0;77.9;60.2
3032;Blomard;0;76;38.5
3033;Bost;8.8;81.4;57.1
3034;Boucé;7.4;77.9;44.1
3035;Le Bouchaud;0;73.4;11.4
3036;Bourbon-l'Archambault;4.9;72.4;75.1
3037;Braize;13.9;74.5;71.4
3038;Bransat;4.6;80.2;45.3
3039;Bresnay;3.3;83;52.9
3040;Bressolles;9.4;78.1;70.5
3041;Le Brethon;3.4;73.2;40.4
3042;Le Breuil;2.1;73.5;89.1
3043;Broût-Vernet;3.2;77.6;79.6
3044;Brugheas;3.2;78.6;49.7
3045;Busset;4.1;76.6;56.4
3046;Buxières-les-Mines;2.2;66.8;63.7
3047;La Celle;8.8;69.7;19.2
3048;Cérilly;2.6;76.6;65.7
3049;Cesset;3.1;81.6;63.9
3050;La Chabanne;0;70.4;0
3051;Chambérat;8.5;74.4;32.3
3052;Chamblet;0;78.3;65.9
3053;Chantelle;4.2;78.5;77.3
3054;Chapeau;10.8;73.2;80
3055;La Chapelaude;2.6;75.1;59
3056;La Chapelle;3.2;75.3;50
3057;La Chapelle-aux-Chasses;11;79.1;64.5
3058;Chappes;17.8;72.4;12.5
3059;Chareil-Cintrat;9.8;74;59.3
3060;Charmeil;2.5;76.9;46.1
3061;Charmes;6.7;81.1;31.7
3062;Charroux;9.7;74.9;65.2
3063;Chassenard;2.3;72.9;54.5
3064;Château-sur-Allier;6.8;67;58.3
3065;Châtel-de-Neuvre;0;76.3;66
3066;Châtel-Montagne;2.6;71.5;51.1
3067;Châtelperron;0;77.9;50
3068;Châtelus;0;79.1;33.3
3069;Châtillon;7.6;73.6;68.2
3070;Chavenon;0;69.7;25
3071;Chavroches;0;72;100
3072;Chazemais;0;73.1;87.1
3073;Chemilly;3.8;79.8;68.5
3074;Chevagnes;3.7;82;80.1
3075;Chezelle;7;78.2;35.5
3076;Chézy;0;77;16.7
3077;Chirat-l'Église;9.5;79.3;23.3
3078;Chouvigny;8.3;79.3;34.9
